Month,Day,Hour,Temperature,Raw Kw Load,Generated Power Units,Generated Kw ,Excess Generation (Adjusted),Load Unserved (Adjusted),Excess Generation (Raw),Load Unserved (Raw)
10,1,100,25.374,0,0,0,0,4664.540822,0,0
10,1,200,24.892,0,0,0,0,4714.92196,0,0
10,1,300,25.349,0,0,0,0,4667.153952,0,0
10,1,400,26.103,0,0.007179487,112,0,4476.341964,112,0
10,1,500,25.439,0,0.032820513,512,0,4145.746685,512,0
10,1,600,24.557,0,0.025641026,400,0,4349.937897,400,0
10,1,700,20.73,0,0.025641026,400,0,4749.955772,400,0
10,1,800,25.817,0,0.025641026,400,0,4218.236166,400,0
10,1,900,33.154,0,0.025641026,400,0,3451.334897,400,0
10,1,1000,38.705,0,0.023076923,360,0,2911.115606,360,0
10,1,1100,42.305,0,0.000512821,8,0,2886.824947,8,0
10,1,1200,44.978,0,0.002051282,32,0,2583.429132,32,0
10,1,1300,46.886,0,0,0,0,2415.995083,0,0
10,1,1400,47.93,0,0,0,0,2306.870792,0,0
10,1,1500,50.63,0,0,0,0,2024.652797,0,0
10,1,1600,51.044,0,0,0,0,1981.379371,0,0
10,1,1700,50.882,0,0,0,0,1998.312451,0,0
10,1,1800,48.2,0,0,0,0,2278.648992,0,0
10,1,1900,39.135,0,0,0,0,3226.169777,0,0
10,1,2000,34.765,0,0,0,0,3682.944827,0,0
10,1,2100,33.791,0,0,0,0,3784.752356,0,0
10,1,2200,32.731,0,0,0,0,3895.54905,0,0
10,1,2300,30.677,0,0,0,0,4110.243776,0,0
10,1,2400,29.833,0,0,0,0,4198.463031,0,0
10,2,100,27.453,0,0,0,0,4447.232966,0,0
10,2,200,25.462,0,,0,0,3863.342606,0,0
10,2,300,26.379,0,0.26974359,4208,0,351.493013,4208,0
10,2,400,25.61,0,0.284102564,4432,0,207.8728788,4432,0
10,2,500,29.115,0,0.317435897,4952,0,0,4952,0
10,2,600,32.652,0,0.331794872,5176,0,0,5176,0
10,2,700,31.876,0,0.257948718,4024,0,0,4024,0
10,2,800,33.372,0,0.260512821,4064,0,2086.485439,4064,0
10,2,900,36.561,0,0.266666667,4160,0,3163.766006,4160,0
10,2,1000,41.657,0,0.321538462,5016,0,1441.774864,5016,0
10,2,1100,47.498,0,0.323076923,5040,0,274.5829359,5040,0
10,2,1200,53.51,0,0.323076923,5040,0,0,5040,0
10,2,1300,58.568,0,0.323076923,5040,0,0,5040,0
10,2,1400,63.644,0,0.323076923,5040,0,0,5040,0
10,2,1500,65.498,0,0.323076923,5040,0,0,5040,0
10,2,1600,67.748,0,0.323076923,5040,0,0,5040,0
10,2,1700,67.712,0,0.323076923,5040,0,0,5040,0
10,2,1800,65.21,0,0.323076923,5040,0,0,5040,0
10,2,1900,58.334,0,0.286153846,4464,0,0,4464,0
10,2,2000,54.158,0,0.266666667,4160,0,0,4160,0
10,2,2100,49.694,0,0.266666667,4160,0,0,4160,0
10,2,2200,52.214,0,0.214871795,3352,0,0,3352,0
10,2,2300,54.896,0,0.26,4056,0,0,4056,0
10,2,2400,55.364,0,0.465641026,7264,0,0,7264,0
10,3,100,56.642,0,0.431282051,6728,0,0,6728,0
10,3,200,55.112,0,0.442564103,6904,0,0,6904,0
10,3,300,53.06,0,0.367692308,5736,0,0,5736,0
10,3,400,51.62,0,0.272307692,4248,0,0,4248,0
10,3,500,50.072,0,0.281025641,4384,0,0,4384,0
10,3,600,49.28,0,0.226153846,3528,0,0,3528,0
10,3,700,46.508,0,0.18974359,2960,0,0,2960,0
10,3,800,46.994,0,0.226153846,3528,0,0,3528,0
10,3,900,50.72,0,0.219487179,3424,0,0,3424,0
10,3,1000,53.204,0,0.187692308,2928,0,0,2928,0
10,3,1100,56.768,0,0.265641026,4144,0,0,4144,0
10,3,1200,58.37,0,0.394358974,6152,0,0,6152,0
10,3,1300,61.34,0,0.360512821,5624,0,0,5624,0
10,3,1400,62.276,0,0.355897436,5552,0,0,5552,0
10,3,1500,64.328,0,0.382564103,5968,0,0,5968,0
10,3,1600,64.616,0,0.388205128,6056,0,0,6056,0
10,3,1700,63.986,0,0.252820513,3944,0,0,3944,0
10,3,1800,61.808,0,0.209230769,3264,0,0,3264,0
10,3,1900,55.544,0,0.110769231,1728,0,0,1728,0
10,3,2000,51.962,0,0.132307692,2064,0,0,2064,0
10,3,2100,50.612,0,0.067179487,1048,0,978.5342504,1048,0
10,3,2200,50.72,0,0.024615385,384,0,1631.245531,384,0
10,3,2300,49.712,0,0.068717949,1072,0,1048.606915,1072,0
10,3,2400,50.756,0,0.108717949,1696,0,315.482624,1696,0
10,4,100,51.71,0,0.262051282,4088,0,0,4088,0
10,4,200,52.808,0,0.307692308,4800,0,0,4800,0
10,4,300,52.07,0,0.282051282,4400,0,0,4400,0
10,4,400,49.946,0,0.192307692,3000,0,0,3000,0
10,4,500,51.53,0,0.179487179,2800,0,0,2800,0
10,4,600,50.144,0,0.182564103,2848,0,0,2848,0
10,4,700,47.336,0,0.216410256,3376,0,0,3376,0
10,4,800,51.368,0,0.199487179,3112,0,0,3112,0
10,4,900,55.598,0,0.156410256,2440,0,0,2440,0
10,4,1000,60.818,0,0.103589744,1616,0,0,1616,0
10,4,1100,67.1,0,0.086153846,1344,0,0,1344,0
10,4,1200,70.25,0,0.093846154,1464,0,0,1464,0
10,4,1300,72.32,0,0.113846154,1776,0,0,1776,0
10,4,1400,73.4,0,0.084615385,1320,0,0,1320,0
10,4,1500,74.588,0,0.007179487,112,0,0,112,0
10,4,1600,74.732,0,0.036923077,576,0,0,576,0
10,4,1700,74.678,0,0.033333333,520,0,0,520,0
10,4,1800,71.618,0,0.014871795,232,0,0,232,0
10,4,1900,59.756,0,0.005128205,80,0,990.7559759,80,0
10,4,2000,50.594,0,0,0,0,2028.415704,0,0
10,4,2100,48.416,0,0,0,0,2256.071553,0,0
10,4,2200,46.292,0,0,0,0,2478.083041,0,0
10,4,2300,45.05,0,0,0,0,2607.903319,0,0
10,4,2400,48.11,0,0,0,0,2288.056259,0,0
10,5,100,51.386,0,0.017948718,280,0,1665.631759,280,0
10,5,200,48.884,0,0.042564103,664,0,1543.153767,664,0
10,5,300,48.686,0,0.035897436,560,0,1667.849753,560,0
10,5,400,48.974,0,0.033333333,520,0,1677.7465,520,0
10,5,500,46.868,0,0.047179487,736,0,1681.876536,736,0
10,5,600,45.752,0,0.036410256,568,0,1966.52664,568,0
10,5,700,47.012,0,0.026153846,408,0,1994.82491,408,0
10,5,800,51.836,0,0.033846154,528,0,1370.595426,528,0
10,5,900,57.83,0,0.02974359,464,0,808.0714786,464,0
10,5,1000,65.948,0,0.028717949,448,0,0,448,0
10,5,1100,71.564,0,0.001025641,16,0,0,16,0
10,5,1200,74.318,0,0,0,0,0,0,0
10,5,1300,76.964,0,0,0,0,0,0,0
10,5,1400,78.71,0,0,0,0,0,0,0
10,5,1500,79.484,0,0,0,0,0,0,0
10,5,1600,80.096,0,0,0,0,0,0,0
10,5,1700,79.808,0,0,0,0,0,0,0
10,5,1800,73.166,0,0,0,0,0,0,0
10,5,1900,64.346,0,0,0,0,0,0,0
10,5,2000,53.618,0,0,0,0,1712.33155,0,0
10,5,2100,50.738,0,0,0,0,2013.364077,0,0
10,5,2200,51.584,0,0,0,0,1924.935772,0,0
10,5,2300,48.974,0,0,0,0,2197.7465,0,0
10,5,2400,49.91,0,0,0,0,2099.910929,0,0
10,6,100,51.26,0,0,0,0,1958.801932,0,0
10,6,200,51.26,0,0,0,0,1958.801932,0,0
10,6,300,46.508,0,0,0,0,2455.505602,0,0
10,6,400,44.654,0,0,0,0,2649.295291,0,0
10,6,500,44.447,0,0,0,0,2670.932004,0,0
10,6,600,44.398,0,0,0,0,2676.053738,0,0
10,6,700,44.532,0,0,0,0,2662.047364,0,0
10,6,800,48.29,0,0,0,0,2269.241726,0,0
10,6,900,60.638,0,0,0,0,0,0,0
10,6,1000,70.52,0,0,0,0,0,0,0
10,6,1100,75.632,0,0,0,0,0,0,0
10,6,1200,78.35,0,0,0,0,0,0,0
10,6,1300,81.014,0,0,0,0,0,0,0
10,6,1400,82.508,0,0,0,0,0,0,0
10,6,1500,83.588,0,0,0,0,0,0,0
10,6,1600,83.606,0,0.003589744,56,0,0,56,0
10,6,1700,82.976,0,0.001025641,16,0,0,16,0
10,6,1800,78.926,0,0,0,0,0,0,0
10,6,1900,65.642,0,0.001538462,24,0,0,24,0
10,6,2000,53.96,0,0.036923077,576,0,1100.583937,576,0
10,6,2100,52.52,0,0.073333333,1144,0,683.100201,1144,0
10,6,2200,53.924,0,0.027179487,424,0,1256.346844,424,0
10,6,2300,52.142,0,0.013333333,208,0,1658.61072,208,0
10,6,2400,51.71,0,0.005128205,80,0,1831.765599,80,0
10,7,100,55.058,0,0.024102564,376,0,1592.853322,376,0
10,7,200,55.562,0,0.085641026,1336,0,1734.94988,1336,0
10,7,300,60.944,0,0.146153846,2280,0,0,2280,0
10,7,400,61.574,0,0.182051282,2840,0,0,2840,0
10,7,500,59.522,0,0.207179487,3232,0,0,3232,0
10,7,600,60.944,0,0.168717949,2632,0,0,2632,0
10,7,700,54.572,0,0.142051282,2216,0,0,2216,0
10,7,800,54.05,0,0.130769231,2040,0,0,2040,0
10,7,900,64.85,0,0.107179487,1672,0,0,1672,0
10,7,1000,71.078,0,0.070769231,1104,0,0,1104,0
10,7,1100,77.162,0,0.008717949,136,0,0,136,0
10,7,1200,80.564,0,0,0,0,0,0,0
10,7,1300,84.686,0,0,0,0,0,0,0
10,7,1400,86.432,0,0.026666667,416,0,0,416,0
10,7,1500,86.702,0,0.042051282,656,0,0,656,0
10,7,1600,85.442,0,0.046153846,720,0,0,720,0
10,7,1700,83.264,0,0.09025641,1408,0,0,1408,0
10,7,1800,76.01,0,0.260512821,4064,0,0,4064,0
10,7,1900,65.642,0,0.21025641,3280,0,0,3280,0
10,7,2000,58.388,0,0.132307692,2064,0,0,2064,0
10,7,2100,58.136,0,0.098974359,1544,0,0,1544,0
10,7,2200,59.702,0,0.237435897,3704,0,0,3704,0
10,7,2300,55.742,0,0.371794872,5800,0,0,5800,0
10,7,2400,53.888,0,0.709230769,11064,0,0,11064,0
10,8,100,50.54,0,0.643076923,10032,0,0,10032,0
10,8,200,53.672,0,0.591794872,9232,0,0,9232,0
10,8,300,52.43,0,0.576923077,9000,0,0,9000,0
10,8,400,53.87,0,0.693333333,10816,0,0,10816,0
10,8,500,52.862,0,0.623589744,9728,0,0,9728,0
10,8,600,51.53,0,0.652820513,10184,0,0,10184,0
10,8,700,53.96,0,0.491794872,7672,0,0,7672,0
10,8,800,57.146,0,0.534358974,8336,0,0,8336,0
10,8,900,60.818,0,0.613846154,9576,0,0,9576,0
10,8,1000,65.282,0,0.434358974,6776,0,0,6776,0
10,8,1100,69.314,0,0.230769231,3600,0,0,3600,0
10,8,1200,73.922,0,0.156923077,2448,0,0,2448,0
10,8,1300,77.396,0,0.188205128,2936,0,0,2936,0
10,8,1400,79.43,0,0.252307692,3936,0,0,3936,0
10,8,1500,81.698,0,0.265641026,4144,0,0,4144,0
10,8,1600,82.652,0,0.150769231,2352,0,0,2352,0
10,8,1700,79.556,0,0.077435897,1208,668.8680105,0,1208,0
10,8,1800,75.272,0,0.059487179,928,594.6666667,0,928,0
10,8,1900,69.152,0,0.097948718,1528,1194.666667,0,1528,0
10,8,2000,62.06,0,0.104102564,1624,1624,0,1624,0
10,8,2100,58.064,0,0.105128205,1640,392.3874142,0,1640,0
10,8,2200,59.864,0,0.014871795,232,0,827.4672561,232,0
10,8,2300,62.15,0,0.113333333,1768,0,0,1768,0
10,8,2400,60.962,0,0.201538462,3144,2271.586825,0,3144,0
10,9,100,57.776,0,0.281025641,4384,2772.950828,0,4384,0
10,9,200,52.412,0,0.099487179,1552,0,286.3889208,1552,0
10,9,300,51.566,0,0.070769231,1104,0,822.8172257,1104,0
10,9,400,51.926,0,0.135897436,2120,0,0,2120,0
10,9,500,52.034,0,0.180512821,2816,0,0,2816,0
10,9,600,49.874,0,0.075384615,1176,0,927.6738355,1176,0
10,9,700,47.084,0,0.04974359,776,0,1619.299096,776,0
10,9,800,52.07,0,0.012820513,200,0,1674.136533,200,0
10,9,900,63.536,0,0,0,0,0,0,0
10,9,1000,71.942,0,0,0,0,0,0,0
10,9,1100,75.524,0,0,0,0,0,0,0
10,9,1200,78.314,0,0,0,0,0,0,0
10,9,1300,80.51,0,0.073846154,1152,0,0,1152,0
10,9,1400,81.986,0,0.16,2496,0,0,2496,0
10,9,1500,82.832,0,0.178974359,2792,0,0,2792,0
10,9,1600,82.706,0,0.255897436,3992,0,0,3992,0
10,9,1700,80.456,0,0.340512821,5312,1396.460017,0,5312,0
10,9,1800,75.506,0,0.426153846,6648,6314.666667,0,6648,0
10,9,1900,64.256,0,0.431794872,6736,6402.666667,0,6736,0
10,9,2000,62.168,0,0.647692308,10104,9770.666667,0,10104,0
10,9,2100,60.998,0,0.787179487,12280,11946.66667,0,12280,0
10,9,2200,61.448,0,0.699487179,10912,10578.66667,0,10912,0
10,9,2300,58.676,0,0.801025641,12496,10979.02349,0,12496,0
10,9,2400,55.364,0,0.80974359,12632,9585.192913,0,12632,0
10,10,100,55.058,0,0.741538462,11568,8143.0208,0,11568,0
10,10,200,60.638,0,0.686153846,10704,8808.85138,0,10704,0
10,10,300,61.826,0,0.686153846,10704,10370.66667,0,10704,0
10,10,400,60.962,0,0.657435897,10256,9922.666667,0,10256,0
10,10,500,60.584,0,0.609230769,9504,9170.666667,0,9504,0
10,10,600,59.99,0,0.627692308,9792,8412.369584,0,9792,0
10,10,700,59.504,0,0.497435897,7760,5283.273262,0,7760,0
10,10,800,61.07,0,0.574358974,8960,7529.570345,0,8960,0
10,10,900,62.78,0,0.699487179,10912,10578.66667,0,10912,0
10,10,1000,66.02,0,0.727179487,11344,11010.66667,0,11344,0
10,10,1100,71.114,0,0.718461538,11208,10874.66667,0,11208,0
10,10,1200,75.92,0,0.654358974,10208,9874.666667,0,10208,0
10,10,1300,79.844,0,0.516410256,8056,7722.666667,0,8056,0
10,10,1400,81.536,0,0.581025641,9064,8730.666667,0,9064,0
10,10,1500,80.258,0,0.526666667,8216,7882.666667,0,8216,0
10,10,1600,78.278,0,0.53025641,8272,7938.666667,0,8272,0
10,10,1700,75.488,0,0.355897436,5552,5218.666667,0,5552,0
10,10,1800,67.082,0,0.337435897,5264,4930.666667,0,5264,0
10,10,1900,63.644,0,0.322564103,5032,4698.666667,0,5032,0
10,10,2000,60.818,0,0.241538462,3768,3434.666667,0,3768,0
10,10,2100,56.894,0,0.459487179,7168,5464.759617,0,7168,0
10,10,2200,56.336,0,0.654358974,10208,7076.527514,0,10208,0
10,10,2300,53.096,0,0.605128205,9440,5911.540869,0,9440,0
10,10,2400,52.502,0,0.606153846,9456,5526.791317,0,9456,0
10,11,100,52.142,0,0.448717949,7000,2971.074292,0,7000,0
10,11,200,48.128,0,0.4,6240,1753.881141,0,6240,0
10,11,300,47.264,0,0.206666667,3224,0,0,3224,0
10,11,400,47.948,0,0.261025641,4072,0,0,4072,0
10,11,500,48.182,0,0.222051282,3464,0,0,3464,0
10,11,600,47.786,0,0.153333333,2392,0,0,2392,0
10,11,700,47.75,0,0.105128205,1640,0,685.6853245,1640,0
10,11,800,47.57,0,0.117948718,1840,0,504.4998575,1840,0
10,11,900,48.668,0,0.142564103,2224,0,5.731206387,2224,0
10,11,1000,49.784,0,0.152820513,2384,0,0,2384,0
10,11,1100,50.9,0,0.242564103,3784,0,0,3784,0
10,11,1200,53.978,0,0.32,4992,0,0,4992,0
10,11,1300,56.624,0,0.385641026,6016,0,0,6016,0
10,11,1400,60.998,0,0.431794872,6736,0,0,6736,0
10,11,1500,62.438,0,0.557435897,8696,3308.035077,0,8696,0
10,11,1600,62.744,0,0.575384615,8976,8642.666667,0,8976,0
10,11,1700,61.358,0,0.538461538,8400,8066.666667,0,8400,0
10,11,1800,57.002,0,0.629230769,9816,8124.048336,0,9816,0
10,11,1900,52.394,0,0.618461538,9648,6115.777962,0,9648,0
10,11,2000,48.92,0,0.612307692,9552,5175.005432,0,9552,0
10,11,2100,47.156,0,0.587692308,9168,4243.502523,0,9168,0
10,11,2200,46.31,0,0.534871795,8344,3146.691795,0,8344,0
10,11,2300,43.88,0,0.607179487,9472,3932.267295,0,9472,0
10,11,2400,42.825,0,0.470769231,7344,1439.997032,0,7344,0
10,12,100,42.064,0,0.326666667,5096,0,0,5096,0
10,12,200,39.4,0,0.362564103,5656,0,0,5656,0
10,12,300,39.778,0,0.284102564,4432,0,0,4432,0
10,12,400,40.462,0,0.129230769,2016,0,1071.464859,2016,0
10,12,500,41.76,0,0.087692308,1368,0,1583.791171,1368,0
10,12,600,40.55,0,0.15025641,2344,0,734.266643,2344,0
10,12,700,41.988,0,0.249230769,3888,0,0,3888,0
10,12,800,45.068,0,0.178461538,2784,0,0,2784,0
10,12,900,53.564,0,0.201538462,3144,0,0,3144,0
10,12,1000,58.55,0,0.115384615,1800,0,0,1800,0
10,12,1100,57.002,0,0.115897436,1808,0,0,1808,0
10,12,1200,57.506,0,0.151282051,2360,0,0,2360,0
10,12,1300,61.502,0,0.152307692,2376,0,0,2376,0
10,12,1400,64.364,0,0.201025641,3136,0,0,3136,0
10,12,1500,65.624,0,0.153333333,2392,0,0,2392,0
10,12,1600,65.714,0,0.031282051,488,0,0,488,0
10,12,1700,64.976,0,0,0,0,0,0,0
10,12,1800,58.028,0,0,0,0,1251.375492,0,0
10,12,1900,45.266,0,0,0,0,2585.325879,0,0
10,12,2000,44.042,0,0.054358974,848,0,1865.264704,848,0
10,12,2100,51.944,0,0.584102564,9112,0,0,9112,0
10,12,2200,50.63,0,0.689230769,10752,0,0,10752,0
10,12,2300,47.174,0,0.613333333,9568,0,0,9568,0
10,12,2400,43.268,0,0.314358974,4904,0,0,4904,0
10,13,100,44.587,0,0.528205128,8240,1472.825083,0,8240,0
10,13,200,47.894,0,0.703076923,10968,5667.73449,0,10968,0
10,13,300,47.066,0,0.733846154,11448,6406.852419,0,11448,0
10,13,400,44.78,0,0.703589744,10976,5609.360999,0,10976,0
10,13,500,43.439,0,0.554871795,8656,2910.248159,0,8656,0
10,13,600,41.904,0,0.367692308,5736,0,0,5736,0
10,13,700,41.268,0,0.360512821,5624,0,0,5624,0
10,13,800,41.956,0,0.215384615,3360,0,0,3360,0
10,13,900,45.446,0,0.194871795,3040,0,0,3040,0
10,13,1000,50.99,0,0.180512821,2816,0,0,2816,0
10,13,1100,56.246,0,0.189230769,2952,0,0,2952,0
10,13,1200,59.99,0,0.203076923,3168,0,0,3168,0
10,13,1300,61.61,0,0.295384615,4608,0,0,4608,0
10,13,1400,62.456,0,0.348205128,5432,1785.940469,0,5432,0
10,13,1500,63.248,0,0.371794872,5800,5466.666667,0,5800,0
10,13,1600,62.528,0,0.452307692,7056,6722.666667,0,7056,0
10,13,1700,61.394,0,0.417948718,6520,6186.666667,0,6520,0
10,13,1800,57.776,0,0.333846154,5208,3596.950828,0,5208,0
10,13,1900,49.136,0,0.254871795,3976,184.1374075,0,3976,0
10,13,2000,44.373,0,0.154358974,2408,0,270.6668679,2408,0
10,13,2100,43.511,0,0.181025641,2824,0,0,2824,0
10,13,2200,42.12,0,0.176410256,2752,0,162.1621055,2752,0
10,13,2300,40.968,0,0.144615385,2256,0,778.5751164,2256,0
10,13,2400,37.506,0,0.080512821,1256,0,2140.4413,1256,0
10,14,100,37.285,0,0.052820513,824,0,2595.541366,824,0
10,14,200,36.601,0,0.035384615,552,0,2939.036591,552,0
10,14,300,36.613,0,0.05025641,784,0,2705.782289,784,0
10,14,400,35.922,0,0.061538462,960,0,2602.00919,960,0
10,14,500,38.239,0,0.086666667,1352,0,1967.824341,1352,0
10,14,600,41.887,0,0.178974359,2792,0,146.5164731,2792,0
10,14,700,40.874,0,0.325641026,5080,0,0,5080,0
10,14,800,42.138,0,0.282051282,4400,0,0,4400,0
10,14,900,44.125,0,0.231282051,3608,0,0,3608,0
10,14,1000,49.118,0,0.195384615,3048,0,0,3048,0
10,14,1100,52.466,0,0.204102564,3184,0,0,3184,0
10,14,1200,54.284,0,0.403589744,6296,0,0,6296,0
10,14,1300,55.994,0,0.388717949,6064,0,0,6064,0
10,14,1400,57.002,0,0.268717949,4192,0,0,4192,0
10,14,1500,57.902,0,0.212820513,3320,0,0,3320,0
10,14,1600,57.38,0,0.345128205,5384,0,0,5384,0
10,14,1700,56.228,0,0.505128205,7880,0,0,7880,0
10,14,1800,50.954,0,0.365641026,5704,0,0,5704,0
10,14,1900,45.464,0,0.503076923,7848,0,0,7848,0
10,14,2000,48.596,0,0.569230769,8880,0,0,8880,0
10,14,2100,48.704,0,0.394871795,6160,0,0,6160,0
10,14,2200,41.882,0,0.226153846,3528,0,0,3528,0
10,14,2300,44.38,0,0.262051282,4088,0,0,4088,0
10,14,2400,42.863,0,0.235897436,3680,0,0,3680,0
10,15,100,39.891,0,0.101025641,1576,0,1571.148739,1576,0
10,15,200,38.115,0,0.074358974,1160,0,2172.785464,1160,0
10,15,300,35.625,0,0.113333333,1768,0,1825.05317,1768,0
10,15,400,33.359,0,0.090769231,1416,0,2413.907235,1416,0
10,15,500,29.863,0,0.226153846,3528,0,667.327275,3528,0
10,15,600,34.365,0,0.523076923,8160,0,0,8160,0
10,15,700,32.284,0,0.25025641,3904,0,38.27180668,3904,0
10,15,800,32.45,0,0.140512821,2192,0,1732.920626,2192,0
10,15,900,36.732,0,0.076923077,1200,0,2277.343792,1200,0
10,15,1000,40.626,0,0.133846154,2088,0,982.3227291,2088,0
10,15,1100,42.987,0,0.260512821,4064,0,0,4064,0
10,15,1200,44.726,0,0.275897436,4304,0,0,4304,0
10,15,1300,45.23,0,0.215897436,3368,0,0,3368,0
10,15,1400,46.832,0,0.203076923,3168,0,0,3168,0
10,15,1500,46.4,0,0.085128205,1328,0,1138.794322,1328,0
10,15,1600,45.842,0,0.041538462,648,0,1877.119374,648,0
10,15,1700,45.752,0,0.031282051,488,0,2046.52664,488,0
10,15,1800,44.127,0,0.012307692,192,0,2512.380063,192,0
10,15,1900,42.426,0,0.002564103,40,0,2842.177399,40,0
10,15,2000,42.888,0,0.001538462,24,0,2809.886765,24,0
10,15,2100,40.96,0,0,0,0,3035.411318,0,0
10,15,2200,38.295,0,0,0,0,3313.970931,0,0
10,15,2300,37.769,0,0,0,0,3368.951177,0,0
10,15,2400,37.609,0,0.002564103,40,0,3345.675207,40,0
10,16,100,35.456,0,0.038461538,600,0,3010.717926,600,0
10,16,200,35.42,0,0.136923077,2136,0,1478.480832,2136,0
10,16,300,34.482,0,0.136923077,2136,0,1576.525454,2136,0
10,16,400,36.257,0,0.105641026,1648,0,1878.993254,1648,0
10,16,500,36.421,0,0.093846154,1464,0,2045.851124,1464,0
10,16,600,35.136,0,0.134358974,2096,0,1548.165984,2096,0
10,16,700,32.302,0,0.02974359,464,0,3476.390353,464,0
10,16,800,30.573,0,0.008717949,136,0,6015.332009,136,0
10,16,900,35.877,0,0.03025641,472,0,7215.827219,472,0
10,16,1000,43.673,0,0.037948718,592,0,5726.54732,592,0
10,16,1100,47.408,0,0.007179487,112,0,5001.267433,112,0
10,16,1200,49.046,0,0.00974359,152,0,4399.653624,152,0
10,16,1300,50.45,0,0,0,0,4233.688017,0,0
10,16,1400,51.854,0,0.028717949,448,0,3492.181303,448,0
10,16,1500,52.754,0,0.071282051,1112,0,2587.355281,1112,0
10,16,1600,52.538,0,0.035384615,552,0,3075.860056,552,0
10,16,1700,51.368,0,0.041025641,640,0,3132.73196,640,0
10,16,1800,47.3,0,0.008717949,136,0,4184.234869,136,0
10,16,1900,35.593,0,0,0,0,5969.119633,0,0
10,16,2000,30.742,0,0,0,0,7699.847615,0,0
10,16,2100,27.381,0,0,0,0,8558.208419,0,0
10,16,2200,28.218,0,0,0,0,8822.029981,0,0
10,16,2300,25.849,0,0,0,0,8982.162561,0,0
10,16,2400,24.418,0,0.041025641,640,0,8739.358257,640,0
10,17,100,24.195,0,0.126153846,1968,0,7584.24291,1968,0
10,17,200,24.791,0,0.24974359,3896,0,5617.255017,3896,0
10,17,300,28.573,0,0.422051282,6584,0,2471.643765,6584,0
10,17,400,30.731,0,0.554358974,8648,0,0,8648,0
10,17,500,31.554,0,0.768205128,11984,0,0,11984,0
10,17,600,29.795,0,0.796410256,12424,0,0,12424,0
10,17,700,28.791,0,0.712820513,11120,0,0,11120,0
10,17,800,31.78,0,0.482051282,7520,0,0,7520,0
10,17,900,35.971,0,0.627179487,9784,0,0,9784,0
10,17,1000,38.728,0,0.596923077,9312,0,0,9312,0
10,17,1100,43.342,0,0.588205128,9176,0,0,9176,0
10,17,1200,51.296,0,0.354871795,5536,0,0,5536,0
10,17,1300,59.684,0,0.402051282,6272,0,0,6272,0
10,17,1400,65.786,0,0.381538462,5952,0,0,5952,0
10,17,1500,69.602,0,0.307179487,4792,0,0,4792,0
10,17,1600,68.828,0,0.226153846,3528,0,0,3528,0
10,17,1700,71.258,0,0.164615385,2568,0,0,2568,0
10,17,1800,66.146,0,0.124615385,1944,0,0,1944,0
10,17,1900,59.198,0,0.280512821,4376,0,0,4376,0
10,17,2000,58.388,0,0.250769231,3912,0,0,3912,0
10,17,2100,56.588,0,0.4,6240,0,0,6240,0
10,17,2200,58.712,0,0.541025641,8440,0,0,8440,0
10,17,2300,57.866,0,0.452820513,7064,0,0,7064,0
10,17,2400,53.78,0,0.218974359,3416,0,0,3416,0
10,18,100,52.196,0,0.134358974,2096,0,0,2096,0
10,18,200,51.206,0,0.008717949,136,0,1828.446292,136,0
10,18,300,52.034,0,0,0,0,1877.89944,0,0
10,18,400,51.152,0,0.018974359,296,0,1674.090652,296,0
10,18,500,51.206,0,0.083589744,1304,0,660.4462916,1304,0
10,18,600,50.684,0,0.2,3120,0,0,3120,0
10,18,700,48.164,0,0.136923077,2136,0,146.4118987,2136,0
10,18,800,50.702,0,0.125128205,1952,0,65.12698391,1952,0
10,18,900,57.686,0,0.025641026,400,0,887.123105,400,0
10,18,1000,62.006,0,0.001538462,24,0,0,24,0
10,18,1100,65.696,0,0.016923077,264,0,0,264,0
10,18,1200,68.846,0,0.003076923,48,0,0,48,0
10,18,1300,71.924,0,0,0,0,0,0,0
10,18,1400,75.992,0,0.018974359,296,0,0,296,0
10,18,1500,77.486,0,0.128717949,2008,0,0,2008,0
10,18,1600,75.776,0,0.136923077,2136,0,0,2136,0
10,18,1700,72.536,0,0.01025641,160,0,0,160,0
10,18,1800,63.086,0,0.060512821,944,0,0,944,0
10,18,1900,58.46,0,0.15025641,2344,0,0,2344,0
10,18,2000,54.932,0,0.212820513,3320,0,0,3320,0
10,18,2100,50.9,0,0.241538462,3768,0,0,3768,0
10,18,2200,46.562,0,0.296923077,4632,0,0,4632,0
10,18,2300,45.5,0,0.343076923,5352,0,0,5352,0
10,18,2400,41.916,0,0.20974359,3272,0,0,3272,0
10,19,100,44.082,0,0.205641026,3208,0,0,3208,0
10,19,200,42.1,0,0.105128205,1640,0,1276.252609,1640,0
10,19,300,37.351,0,0.178974359,2792,0,620.6427038,2792,0
10,19,400,41.383,0,0.327692308,5112,0,0,5112,0
10,19,500,45.446,0,0.434358974,6776,0,0,6776,0
10,19,600,52.934,0,0.471794872,7360,0,0,7360,0
10,19,700,53.996,0,0.340512821,5312,0,0,5312,0
10,19,800,57.2,0,0.361025641,5632,0,0,5632,0
10,19,900,63.752,0,0.436410256,6808,0,0,6808,0
10,19,1000,70.844,0,0.287179487,4480,0,0,4480,0
10,19,1100,78.638,0,0.172820513,2696,0,0,2696,0
10,19,1200,83.948,0,0.32974359,5144,0,0,5144,0
10,19,1300,87.206,0,0.623076923,9720,0,0,9720,0
10,19,1400,87.26,0,0.512307692,7992,0,0,7992,0
